Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden
1675000.0,09 Aralık 2025,Mercedes - Benz,C,C 200 d BlueTEC Fascination,2017.0,257.000 km,Otomatik,Dizel,Sedan,Siyah,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,2 boyalı,Takasa Uygun,Galeriden
420000.0,09 Aralık 2025,Renault,Megane,1.5 dCi Privilege,2007.0,413.000 km,Düz,Dizel,Sedan,Lacivert,1461 cc,100 hp,Önden Çekiş,İkinci El,"4,9 lt",60 lt,4 boyalı,,Sahibinden
985000.0,10 Aralık 2025,Fiat,Egea,1.6 Multijet Urban Plus,2020.0,128.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,3 boyalı,Takasa Uygun Değil,Sahibinden
1785000.0,08 Aralık 2025,Audi,A3,A3 Sedan 35 TFSI Sport,2020.0,146.000 km,Yarı Otomatik,Benzin,Sedan,Füme,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
685000.0,02 Aralık 2025,Volkswagen,Jetta,1.6 TDi Comfortline,2013.0,340.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,"4 değişen, 5 boyalı",Takasa Uygun,Galeriden
550000.0,10 Aralık 2025,Toyota,Auris,1.6 Comfort,2008.0,223.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Siyah,1598 cc,124 hp,Önden Çekiş,İkinci El,"6,9 lt",55 lt,"1 değişen, 8 boyalı",,Sahibinden
850000.0,10 Aralık 2025,Fiat,Egea,1.4 Fire Urban Plus,2020.0,80.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",50 lt,Tamamı orjinal,,Sahibinden
465000.0,09 Aralık 2025,Hyundai,Accent Era,1.5 CRDi-VGT Team,2009.0,250.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1493 cc,110 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,2 boyalı,Takasa Uygun Değil,Sahibinden
1230000.0,04 Aralık 2025,Volkswagen,Golf,1.4 TSi Comfortline,2014.0,144.000 km,Otomatik,Benzin,Hatchback/5,Gri,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
1040000.0,04 Aralık 2025,Renault,Clio,1.5 dCi SportTourer Icon,2018.0,145.000 km,Yarı Otomatik,Dizel,Station wagon,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,7 lt",45 lt,2 boyalı,Takasa Uygun,Galeriden
175000.0,08 Aralık 2025,Fiat,Uno,70 S,1998.0,278.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1372 cc,71 hp,Önden Çekiş,İkinci El,,42 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
820000.0,09 Aralık 2025,Toyota,Auris,1.4 D-4D Active Skypack,2013.0,209.000 km,Düz,Dizel,Hatchback/5,Bej,1364 cc,90 hp,Önden Çekiş,İkinci El,"4,2 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden
170000.0,10 Aralık 2025,Mazda,323,1.6 GLX,1992.0,355.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1597 cc,88 hp,Önden Çekiş,İkinci El,,55 lt,3 değişen,Takasa Uygun Değil,Sahibinden
860000.0,09 Aralık 2025,Opel,Corsa,1.2 Innovation,2020.0,60.550 km,Düz,Benzin,Hatchback/5,Siyah,1199 cc,75 hp,Önden Çekiş,İkinci El,"4,1 lt",40 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
850000.0,10 Aralık 2025,Renault,Fluence,1.5 dCi Touch,2015.0,190.000 km,Düz,Dizel,Sedan,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden
1045000.0,06 Aralık 2025,Seat,Leon,1.6 TDI Style,2017.0,150.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
2050000.0,09 Aralık 2025,Volkswagen,Passat,1.5 TSi Business,2021.0,130.000 km,Yarı Otomatik,Benzin,Sedan,Lacivert,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,3 lt",66 lt,Belirtilmemiş,,Sahibinden
685900.0,01 Aralık 2025,Ford,Focus,1.6 TDCi Trend,2010.0,221.800 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,110 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,1 boyalı,Takasa Uygun,Galeriden
969000.0,07 Aralık 2025,Renault,Megane,1.6 Joy,2017.0,105.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,3 lt",47 lt,1 boyalı,Takasa Uygun,Galeriden
1925000.0,07 Aralık 2025,Skoda,SuperB,1.6 TDI Premium,2020.0,91.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden
2175000.0,03 Aralık 2025,Mercedes - Benz,C,C 180 Comfort 9G-Tronic,2016.0,82.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
310000.0,09 Aralık 2025,Renault,Megane,1.6 RTE,1999.0,209.500 km,Düz,LPG & Benzin,Sedan,Kırmızı,1598 cc,90 hp,Önden Çekiş,İkinci El,"7,2 lt",60 lt,Tamamı boyalı,,Sahibinden
1115000.0,02 Aralık 2025,Volkswagen,Polo,1.6 TDi Comfortline,2018.0,152.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,95 hp,Önden Çekiş,İkinci El,"3,9 lt",40 lt,3 boyalı,Takasa Uygun,Galeriden
619000.0,07 Aralık 2025,Renault,Clio,1.2 Icon,2015.0,102.850 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1197 cc,120 hp,Önden Çekiş,İkinci El,"5,2 lt",45 lt,"1 değişen, 7 boyalı",Takasa Uygun Değil,Galeriden
1155000.0,10 Aralık 2025,Toyota,Corolla,1.6 Dream,2020.0,57.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,İkinci El,"5,5 lt",50 lt,12 boyalı,,Sahibinden
1845000.0,09 Aralık 2025,Skoda,SuperB,1.6 TDI Prestige,2017.0,116.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,Belirtilmemiş,,Sahibinden
645000.0,09 Aralık 2025,Renault,Megane,1.6 Privilege,2007.0,180.000 km,Otomatik,Benzin,Sedan,Füme,1598 cc,110 hp,Önden Çekiş,İkinci El,"7,7 lt",60 lt,3 boyalı,,Sahibinden
917500.0,04 Aralık 2025,Honda,Civic,1.6 i-VTEC Elegance,2011.0,117.000 km,Düz,Benzin,Sedan,Siyah,1595 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden
1300000.0,10 Aralık 2025,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024.0,36.500 km,Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,90 hp,Önden Çekiş,İkinci El,6 lt,42 lt,Tamamı orjinal,Takasa Uygun,Sahibinden
179900.0,05 Aralık 2025,Fiat,Uno,1.4 ie SX,1997.0,256.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1372 cc,71 hp,Önden Çekiş,İkinci El,,42 lt,Tamamı orjinal,Takasa Uygun,Galeriden
485000.0,10 Aralık 2025,Ford,Fusion,1.4 TDCi Comfort ASM,2006.0,272.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1399 cc,68 hp,Önden Çekiş,İkinci El,"4,4 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
1015000.0,07 Aralık 2025,Ford,Focus,1.5 TDCi Trend X,2016.0,155.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,İkinci El,"4,2 lt",55 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden
1015000.0,28 Kasım 2025,Toyota,Yaris,1.33 Style Skypack,2016.0,88.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun Değil,Galeriden
420000.0,09 Aralık 2025,Peugeot,301,1.6 HDi Active,2013.0,163.000 km,Düz,Dizel,Sedan,Gri,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,"2 değişen, 2 boyalı",,Sahibinden
330000.0,09 Aralık 2025,Renault,Clio,1.4 RNA,2001.0,234.000 km,Düz,LPG & Benzin,Sedan,Gri,1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden
1000000.0,09 Aralık 2025,Ford,Focus,1.6 TDCi Trend X,2017.0,125.400 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,İkinci El,"4,5 lt",53 lt,"2 değişen, 4 boyalı",,Sahibinden
1185000.0,07 Aralık 2025,Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2011.0,144.000 km,Otomatik,Benzin,Sedan,Beyaz,1796 cc,156 hp,Arkadan İtiş,İkinci El,"6,7 lt",67 lt,"4 değişen, 3 boyalı",Takasa Uygun,Galeriden
1095000.0,28 Kasım 2025,Renault,Clio,1.0 TCe Joy,2023.0,51.450 km,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,90 hp,Önden Çekiş,İkinci El,5 lt,42 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1650000.0,04 Aralık 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,206.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun,Galeriden
970000.0,09 Aralık 2025,Ford,Mondeo,1.5 Ecoboost Style,2015.0,199.000 km,Otomatik,Benzin,Sedan,Beyaz,1498 cc,160 hp,Önden Çekiş,İkinci El,"6,3 lt",,2 boyalı,,Sahibinden
499000.0,05 Aralık 2025,Hyundai,Getz,1.5 CRDi VGT Start,2008.0,174.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1493 cc,88 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden
555000.0,04 Aralık 2025,Renault,Symbol,1.5 dCi Joy,2016.0,279.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden
695000.0,08 Aralık 2025,Hyundai,i20,1.4 CVVT Team,2012.0,172.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
525000.0,04 Aralık 2025,Fiat,Palio,1.3 Multijet Active Sole,2011.0,80.000 km,Düz,Dizel,Hatchback/5,Siyah,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,6 lt",51 lt,Tamamı orjinal,Takasa Uygun,Galeriden
717750.0,03 Aralık 2025,Ford,Focus,1.6 TDCi Trend,2012.0,240.000 km,Düz,Dizel,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden
605000.0,09 Aralık 2025,Renault,Clio,1.2 Joy,2015.0,234.000 km,Düz,Benzin,Hatchback/5,Beyaz,1149 cc,75 hp,Önden Çekiş,İkinci El,"5,5 lt",45 lt,3 boyalı,Takasa Uygun,Sahibinden
245000.0,04 Aralık 2025,Fiat,Palio,1.3 Multijet Active Sole,2008.0,330.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,6 lt",51 lt,Tamamı orjinal,Takasa Uygun,Galeriden
975000.0,02 Aralık 2025,Renault,Clio,1.0 TCe Joy,2021.0,96.553 km,Otomatik,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden
1130000.0,08 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2017.0,154.000 km,Otomatik,Dizel,Hatchback/5,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden
1270000.0,10 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2018.0,210.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,3 boyalı,,Sahibinden
1495000.0,09 Aralık 2025,BMW,2 Serisi,218i Active Tourer Sport Line,2015.0,52.000 km,Otomatik,Benzin,MPV,Gri (metalik),1499 cc,136 hp,Önden Çekiş,İkinci El,"5,2 lt",51 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
220000.0,10 Aralık 2025,Hyundai,Excel,1.5 LS,1994.0,242.250 km,Düz,LPG & Benzin,Sedan,Kırmızı,1468 cc,71 hp,Önden Çekiş,İkinci El,,45 lt,3 boyalı,Takasa Uygun Değil,Sahibinden
1750000.0,09 Aralık 2025,Citroen,C4 X,1.2 PureTech Shine Bold,2024.0,13.000 km,Otomatik,Benzin,SUV,Lacivert,1199 cc,132 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,Tamamı orjinal,,Sahibinden
370000.0,10 Aralık 2025,Opel,Astra,1.6 GLS,1999.0,238.500 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,100 hp,Önden Çekiş,İkinci El,,52 lt,Belirtilmemiş,,Sahibinden
465000.0,09 Aralık 2025,Hyundai,Accent Era,1.5 CRDi Team,2011.0,239.000 km,Otomatik,Dizel,Sedan,Gri (Gümüş),1493 cc,110 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,"3 değişen, 1 boyalı",,Sahibinden
2225000.0,08 Aralık 2025,Audi,A4,A4 Sedan 1.4 TFSI Sport,2018.0,88.500 km,Yarı Otomatik,Benzin,Sedan,Lacivert,1395 cc,150 hp,Önden Çekiş,İkinci El,"5,2 lt",54 lt,4 boyalı,Takasa Uygun Değil,Galeriden
1255000.0,10 Aralık 2025,Suzuki,Swift,1.2 GLX,2020.0,72.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1242 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",37 lt,Tamamı orjinal,,Sahibinden
365000.0,09 Aralık 2025,Opel,Corsa,1.2 Twinport Essentia,2007.0,165.000 km,Düz,Benzin,Hatchback/5,Gri,1229 cc,80 hp,Önden Çekiş,İkinci El,"6,1 lt",45 lt,Belirtilmemiş,,Sahibinden
410000.0,07 Aralık 2025,Hyundai,Getz,1.3 GLS,2005.0,162.000 km,Düz,Benzin,Hatchback/5,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"3 değişen, 10 boyalı",Takasa Uygun,Galeriden
1350000.0,08 Aralık 2025,Mercedes - Benz,C,C 180 BlueEFFICIENCY Avantgarde,2013.0,271.850 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,İkinci El,"6,4 lt",59 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden
575000.0,09 Aralık 2025,Ford,Fiesta,1.25 Trend,2013.0,121.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,Önden Çekiş,İkinci El,"5,2 lt",42 lt,2 değişen,Takasa Uygun,Sahibinden
670000.0,07 Aralık 2025,Opel,Corsa,1.4 Twinport Enjoy 111,2010.0,188.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1364 cc,100 hp,Önden Çekiş,İkinci El,"5,5 lt",45 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden
1247500.0,07 Aralık 2025,Volkswagen,Polo,1.0 TSi Comfortline,2019.0,57.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,95 hp,Önden Çekiş,İkinci El,"4,6 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1789000.0,08 Aralık 2025,Honda,Civic,1.6 i-VTEC Eco Executive,2020.0,40.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
419000.0,08 Aralık 2025,Hyundai,Getz,1.4 DOHC AB AC,2009.0,200.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1399 cc,97 hp,Önden Çekiş,İkinci El,6 lt,45 lt,Tamamı orjinal,Takasa Uygun,Galeriden
360000.0,08 Aralık 2025,Renault,Clio,1.2 Authentique,2005.0,246.000 km,Düz,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
390000.0,09 Aralık 2025,Volkswagen,Passat,1.8 T Comfortline,2000.0,329.000 km,Düz,Benzin,Sedan,Mavi (metalik),1781 cc,150 hp,Önden Çekiş,İkinci El,"8,2 lt",62 lt,4 boyalı,,Sahibinden
550000.0,23 Kasım 2025,Renault,Fluence,1.5 dCi Icon,2013.0,213.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,"3 değişen, 5 boyalı",,Sahibinden
450000.0,09 Aralık 2025,Opel,Astra,1.6 Enjoy,2004.0,246.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,100 hp,Önden Çekiş,İkinci El,"7,1 lt",52 lt,"1 değişen, 2 boyalı",,Sahibinden
859000.0,09 Aralık 2025,Fiat,Egea,1.3 Multijet Easy,2022.0,148.000 km,Düz,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
2299000.0,08 Aralık 2025,BMW,3 Serisi,320i First Edition Sport Line,2020.0,95.000 km,Otomatik,Benzin,Sedan,Lacivert,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,"2 değişen, 5 boyalı",Takasa Uygun,Galeriden
295000.0,10 Aralık 2025,Renault,Megane,1.6 Coupe RXE,2000.0,300.000 km,Düz,LPG & Benzin,Coupe,Bordo,1598 cc,107 hp,Önden Çekiş,İkinci El,"6,9 lt",60 lt,5 boyalı,Takasa Uygun,Sahibinden
1090000.0,29 Kasım 2025,Volkswagen,Golf,1.4 TSi Highline,2016.0,222.000 km,Düz,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
900000.0,10 Aralık 2025,Fiat,Egea,1.6 E-Torq Easy,2019.0,97.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,Belirtilmemiş,,Sahibinden
740000.0,03 Aralık 2025,Renault,Megane,1.6 Dynamique,2011.0,114.487 km,Düz,LPG & Benzin,Hatchback/5,Gri,1598 cc,110 hp,Önden Çekiş,İkinci El,"6,9 lt",60 lt,3 boyalı,Takasa Uygun Değil,Galeriden
230000.0,10 Aralık 2025,Toyota,Corolla,1.3 XL,1993.0,300.000 km,Düz,LPG & Benzin,Sedan,Lacivert,1332 cc,88 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden
305000.0,09 Aralık 2025,Renault,Clio,1.4 RNA,2000.0,251.000 km,Düz,LPG & Benzin,Sedan,Bordo,1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,"2 değişen, 4 boyalı",,Sahibinden
1280000.0,09 Aralık 2025,Volkswagen,Polo,1.0 TSi Life,2023.0,38.720 km,Düz,Benzin,Hatchback/5,Gri (metalik),1200 cm3' e kadar,-,-,İkinci El,,,Tamamı orjinal,-,Sahibinden
875000.0,09 Aralık 2025,Opel,Corsa,1.2 Edition,2020.0,98.000 km,Düz,Benzin,Hatchback/5,Gri,1199 cc,75 hp,Önden Çekiş,İkinci El,"4,1 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1560000.0,10 Aralık 2025,Renault,Megane,1.5 dCi Icon,2018.0,99.740 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",49 lt,Belirtilmemiş,,Sahibinden
160000.0,10 Aralık 2025,Tofaş,Doğan,L,1992.0,200.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden
798000.0,05 Aralık 2025,Citroen,C-Elysee,1.6 HDi Feel,2017.0,99.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,1 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden
565000.0,24 Kasım 2025,Opel,Astra,1.6 Essentia,2012.0,136.500 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",52 lt,"1 değişen, 2 boyalı",,Sahibinden
427000.0,01 Aralık 2025,Opel,Astra,1.6 Twinport,2004.0,240.000 km,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
140000.0,09 Aralık 2025,Fiat,Tipo,1.6 SX,1991.0,300.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1581 cc,78 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
625000.0,28 Kasım 2025,Opel,Corsa,1.3 CDTI Essentia,2013.0,250.000 km,Düz,Dizel,Hatchback/3,Beyaz,1248 cc,75 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,3 boyalı,Takasa Uygun,Galeriden
375000.0,29 Kasım 2025,Opel,Astra,1.6 CD,2000.0,264.000 km,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,100 hp,Önden Çekiş,İkinci El,"7,8 lt",52 lt,Tamamı orjinal,Takasa Uygun,Galeriden
2045000.0,06 Aralık 2025,Mercedes - Benz,CLA,180 D AMG,2018.0,103.000 km,Otomatik,Dizel,Coupe,Beyaz,1461 cc,109 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
220000.0,09 Aralık 2025,Peugeot,306,1.6 Griffe,1998.0,380.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1587 cc,90 hp,Önden Çekiş,İkinci El,"7,7 lt",60 lt,Belirtilmemiş,-,Sahibinden
1200000.0,10 Aralık 2025,Toyota,Corolla,1.4 D-4D Advance,2016.0,122.000 km,Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,İkinci El,"4,1 lt",55 lt,Belirtilmemiş,,Sahibinden
799060.0,29 Kasım 2025,Fiat,Egea,1.6 Multijet Easy,2018.0,178.500 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,4 boyalı,Takasa Uygun,Galeriden
850000.0,04 Aralık 2025,Opel,Insignia,1.6 T Cosmo,2011.0,172.000 km,Düz,Benzin,Sedan,Siyah,1598 cc,180 hp,Önden Çekiş,İkinci El,"7,7 lt",70 lt,2 boyalı,Takasa Uygun Değil,Sahibinden
320000.0,10 Aralık 2025,BMW,3 Serisi,320i,1995.0,367.000 km,Düz,Benzin,Sedan,Lacivert,1991 cc,150 hp,Arkadan İtiş,İkinci El,,65 lt,Belirtilmemiş,,Sahibinden
1185000.0,10 Aralık 2025,Volkswagen,Polo,1.4 TDi Bluemotion,2015.0,96.000 km,Düz,Dizel,Hatchback/5,Beyaz,1422 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
610000.0,09 Aralık 2025,Ford,Fiesta,1.4 Titanium,2012.0,245.000 km,Otomatik,Benzin,Hatchback/5,Kahverengi,1388 cc,96 hp,Önden Çekiş,İkinci El,"6,5 lt",42 lt,"2 değişen, 6 boyalı",Takasa Uygun,Sahibinden
1025000.0,09 Aralık 2025,Honda,Civic,1.6 i-VTEC ECO Elegance,2013.0,189.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1595 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,"1 değişen, 3 boyalı",,Sahibinden
495000.0,10 Aralık 2025,Fiat,Linea,1.3 Multijet Active Plus,2012.0,200.600 km,Düz,Dizel,Sedan,Gri,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
620000.0,29 Kasım 2025,Mercedes - Benz,190,190 E 1.8,1991.0,294.000 km,Otomatik,Benzin,Sedan,Bordo,1799 cc,109 hp,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
410000.0,09 Aralık 2025,Fiat,Punto,Grande 1.4 Fire Active,2006.0,190.000 km,Düz,Benzin,Hatchback/5,Gri,1368 cc,77 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,1 değişen,,Sahibinden
1020000.0,04 Aralık 2025,Hyundai,i30,1.6 CRDi Elite,2015.0,190.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun Değil,Galeriden
380000.0,09 Aralık 2025,Renault,Symbol,1.5 dCi Authentique,2009.0,169.000 km,Düz,Dizel,Sedan,Gri (metalik),,,,İkinci El,,,4 boyalı,,Sahibinden
285000.0,02 Aralık 2025,Peugeot,206,1.4 HDi Comfort,2010.0,326.000 km,Düz,Dizel,Sedan,Mavi,1398 cc,71 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1365000.0,29 Kasım 2025,Honda,Civic,1.6 i-VTEC ECO Elegance,2018.0,171.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Füme,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden
615000.0,09 Aralık 2025,Citroen,C-Elysee,1.6 HDi Attraction,2013.0,194.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",48 lt,"1 değişen, 2 boyalı",,Sahibinden
